# 2025/04/21 - 16:16 | PDB: 16.25 | UniProt: 2025.02
SP_PRIMARY,PDB
Q02943,8hcn
Q02948,5dfz;3vp7
Q02950,8om4;8d8l;8om3;5mre;8om2;8d8k;5mrc;5mrf
Q02959,7wjl
Q02970,1o8v
Q02983,7z0o
Q02H34,6c9c
Q02HS5,5dlc
Q02I11,8c5n
Q02K94,7pps
Q02ML7,3god;8flj
Q02ML8,8flj;5b7i;5gqh
Q02ML9,6vqx;7t3l;7t3k;6vqw;6whi;7ecv;6w1x;7jzw;6b45;6b47;6b44;7taw;7t3j;7tax;5uz9;6b48;6vqv;6ne0;7jzx;7jzz;7jzy
Q02MM0,6vqx;7jzz;7ecv;7ecw;7jzy;6vqv;7elm;7t3l;7jzw;6whi;6ne0;5uz9;6b47;6b48;7we6;6vqw;6b45;7t3j;6b44;7eqg;7tax;7eln;7t3k;7jzx;7taw;6w1x
Q02MM1,8jdi;5uz9;7eqg;5xlo;7taw;7we6;7jzx;6ne0;6w1x;7eln;7t3k;7tax;6b47;7ecw;7jzz;6vqw;6b45;5xlp;7jzw;7ecv;7jzy;7t3l;6b44;7t3j;7elm;6vqv;6b48;6vqx;6whi;6b46
Q02MM2,6whi;7elm;6b48;6ne0;7jzy;6vqv;7jzw;6b44;7taw;6b46;7ecv;6vqw;2xli;7t3l;7eln;7jzz;6w1x;7jzx;6b47;7we6;7tax;2xlk;4al6;4al5;7t3k;6vqx;6b45;2xlj;5uz9;7eqg;7t3j;4al7
Q02NB5,5m2e
Q02NN5,8flj
Q02PA2,8ac7
Q02PF8,7qu5;7qu3
Q02PW7,8flj
Q02RJ6,7nlk;7nlm
Q02RL6,6afk;5zhm;6joe;5wyr;5zhn;5wyq
Q02RY8,8pzm;8pz0;8pzy
Q03001,3gjo;7olg
Q03010,8hpo
Q03012,6j2p;6ven;6bx3
Q03013,4gtu
Q03014,2e1o
Q03018,5u1s;5u1t
Q03020,5t0v;5tre
Q03023,3vi1;1kap;1jiw;1akl
Q03026,2rn4;1jiw
Q03032,6iva;6iww
Q03034,8y64;4s13;4zac;6evf;6eve
Q03036,5cog
Q03039,4ghl;6otc
Q03041,1sy9
Q03045,6fhw
Q03048,1cof;1cfy;1qpv;4kee;4kef;4ked
Q03067,3kjl;4fip;4zux;3m99;6t9l;6aqr;4fjc;3kik;4fk5;3mhs;3mhh;2lo2
Q03071,5zb2;6r7i;6r6h;1hv2
Q03096,2m9v
Q03103,1rq1;3m31;3nvj;1rp4
Q03111,6ht1;7e74;6t1l;6t1n;6hpz;7b10;6t1i;6t1j;6t1o;7x8b;6hq0;5j9s;8pji;7b0t;7x8f;7x8g;9ehi;6t1m;6hpx;7x88;6ht0;6hpw;7e7a;7e7c;6hpy
Q03112,6bw3
Q03113,7ydj
Q03124,6kw5;6k15;6tda;6v8o;6kw3;6v92;6kw4
Q03131,2fr0;2ju2;6w7s;8ee0;7m7h;7m7e;7m7i;2fr1;7m7j;8tjn;6wh9;8ee1;7m7g;7m7f;2ju1;8tjo
Q03132,8tpw;6c9u;7m7e;7s6d;1pzr;7s6c;1pzq;8tpx;8tjp;2qo3;3el6
Q03133,6mlk;7m7f;7m7e;8tjn;5d3k;2hg4;8g4u;1mo2;5d3z;7m7g;1kez;8tjo;7m7h
Q03135,7sc0
Q03137,2hel;2xyu;2y6o;1b0x;2y6m
Q03141,1ul7;1v5s
Q03145,5zrx
Q03148,3fem;3o06;3o05;3o07
Q03154,1q7l
Q03155,4mee
Q03161,2cis;2ciq;2cir
Q03164,3lqi;3emh;2lxs;5f6l;6u9m;5svh;7w6a;2w5y;4gq6;2agh;3eg6;5f5e;3lqj;3u88;6w5n;6kiz;2ku7;2mtn;7rzd;7s8e;7zez;7w67;2kyu;2j2s;3p4f;6u9r;6u9n;6emq;6kix;4nw3;3lqh;7s79;7s7d;6kiv;2kkf;7mbm;6u9k;7s8a;3u85;2lxt;7mbn;7w6j;6w5i;6w5m;7rzj;7zey;4esg;2msr;6pww;6pwv;7s8f;7u5v;7w6i;2w5z;2jyi;6kiu
Q03167,7lbg
Q03173,4cc3;1evh
Q03181,3tkm;2xyw;5u3u;5u3x;3sp9;7wgl;1gwx;5zxi;5u40;8huo;2znq;3d5f;2xyx;1y0s;3dy6;3gz9;5u3y;3et2;5xmx;5y7x;5u3q;8hul;2b50;5u3v;5u3z;5u42;5u43;5u46;2xyj;3peq;2j14;7vwe;5u41;6a6p;2znp;2gwx;7f80;5u3t;5u45;2baw;7vwg;7w0g;5u3s;7vwf;8hf8;7vwh;7wgn;3oz0;5u3r;5u44;2env;3gwx;2q5g;2awh;5u3w
Q03188,6mup;7xhn;6muo;7pii;5lsj;7r5r;6see;6sef;7qoo;5lsk;7ywx;7xho;7yyh;6se6
Q03195,6zce;8cah;5ll6;4crm;3j16;7a1g;6zu9;8cas
Q031W6,4cis
Q03201,5mre;8d8l;8om4;8om2;5mrf;5mrc;8d8k;8om3
Q03202,2g02;2g0d
Q03223,6ha1;8s1u;7o5b;7qv1;7qv3;6htq;7qgu;8qcq;5njt;8s1p;7qv2;8r55;6ha8;8qpp;3j9w
Q03237,1a5j
Q03243,2r8f;2r7p;2r7j;1l9v;2r7c;4g0j;4g0a
Q03246,8d8k;8om4;8om3;8d8j;8om2;5mrc;5mrf;8d8l;5mre
Q03252,2lll;5bnw
Q03253,8ova
Q03266,4k6n
Q03281,4pvz
Q03290,8cen;7ml2;7ml3;6xi8;7kue;7o4i;7zsa;7o4l;8ceo;7zs9;6gym;7ml0;7zsb;7ml1;7ml4;7o72;5oqm;5oqj;7o4k;7o4j;7o73;7o75
Q03304,4wqm
Q03308,7zu0;8qx8
Q03322,2c5k;2c5i;2c5j
Q03323,6bx3;6ven
Q03330,1e6i;6cw2;1ygh;6cw3
Q03334,6xu8;4v6w;6xu6;6xu7
Q03337,7u05;7e8t;7e94;7u06;7e2c;7e2d;7kmt;7e93;7ea3;3cue;7e8s
Q03338,5zwm;4yhv;5gan;3jcm;4yhw;5zwo;4yhu;5gap;5nrl
Q03347,1io4;3wtu;1eaq;4l18;1hjc;3wty;1eao;1hjb;4l0z;2j6w;3wtx;3wtw;3wu1;4l0y;3wtv;3wts;3wtt;1ean
Q03375,5gmk;5mq0;5mps;6j6h;5gm6;6exn;5ylz;5wsg;5lj5;6j6g;6bk8;9dtr;6j6q;5lj3;6j6n
Q03386,1lfd;1lxd
Q03388,9b1d;8qyv;8qku;8qkv;8qz0;9fbw;9b1e
Q03390,2luh
Q03392,6qh1
Q03393,3i2b
Q03395,7zw1
Q03405,2i9b;4k24;7e17;3bt1;3bt2;7v63;3u74;4qti;3u73;2fd6;1ywh
Q03406,6skl;6hv9;6ptn;8b9c;8w7s;3jc7;4c95;8xgc;3jc5;5nxq;8b9a;6ptj;8p5e;8p62;6pto;8kg6;8b9b;9e2w;7pmk;8kg9;3jc6;8w7m;7z13;5u8s;7pmn;5u8t;8kg8;7qhs;6u0m;9e2y;8p63;9e2x
Q03426,2r3v
Q03430,5mrf;5mre;5mrc
Q03431,8flr;8hao;8d52;7vvk;8fls;7vvn;4z8j;8d51;8flq;8bia;8haf;8jr9;9jr2;3l2j;8flu;8gw8;7y36;8bj0;7vvl;1bl1;7vvj;7vvo;3h3g;5emb;6nbf;7y35;6nbh;6fj3;3c4m;8flt;7uzo;6nbi;7vvm;8ha0;9jr3;7uzp
Q03433,8qyv;6gej;8qkv;8qz0;6gen;9b1e;8qku;9b1d;9fbw
Q03445,5ict;5dt6
Q03456,6h1c;1mzb
Q03463,3mri;3mrj;3mrh;3mrg;3mrl;2knu
Q03464,1apa
Q03468,7opc;7oop;9er2;4cvo;8b3f;7oo3;7oob;7opd;9fd2;8b3d;9bz0
Q03471,1dgp;1di1
Q03479,1lkx;4a7l;4a7h;4a7f
Q03497,2kym;2lcs;2rqw
Q034D9,3nuf
Q034N3,3bkx
Q034Q3,3q1n
Q03503,6ygd;6ygb;6ygc;6yga
Q03506,1qox
Q03511,4ox7
Q03513,6hbb;7d6c;7o54;6hba;6hbc;7o4z
Q03518,8t4g;8t4h;8t4e;8t4j;8t4i;8t4f;5u1d;1jj7;8t46
Q03519,8t4i;5u1d;8t4e;8t4h;8t4g;8t46;8t4j;8t4f
Q03526,3s9k;1lui;2k79;2k7a;2eu0;1luk;2rn8;1awj;1lun;1lum;2etz;2rna
Q03529,4zr1;4zr0
Q03532,7ohw;7r7a;8e5t;7r6q;6cb1;6em1;6elz;7ohx;7ohv;8v87;6c0f;5z3g;7ohr;6em5;8v84;7ohp;6em3;8v83;7ohs;6em4;7nac
Q03555,4tk2;4pd0;2fu3;6hsn;5eru;6fgd;6hso;4pd1;5ers;6fgc;4tk1;1ihc;5erv;4tk3;4tk4;2fts;4u90;5err;5ert;1t3e;5erq;4u91
Q03557,4n0i;4n0h
Q03558,9fh7;7bn7
Q03579,8izf;8qtn;8y2m;8y2n;8zb1;8qtr;8izd
Q03591,4muc;3zd2
Q035U5,2i8d
Q03611,6wel;6wek;7n17;7n15;7n16;5h3o;6wej
Q03629,1xe8;1xe7
Q03630,7e8s;7kmt;7e8t;7e2c;7e94;3cue;7e2d;7u05;7e93;7u06;7ea3
Q03653,4n5a
Q03654,6j6n;5gmk;6j6q;6j6g;5lqw;5lj3;6j6h;9dtr;5lj5;5y88;6exn;5mps;6bk8;5gm6;5mq0;5ylz;5wsg;7dco
Q03656,1q8y;1q99;1q97;1q8z;2jd5;1how
Q03660,7e2d;7ea3;7e94;7e8t;7u06;7e8s;7e93;7e2c;7u05
Q03661,6qsz
Q03689,2mus;2rnm;2wvn;2wvq;2kj3;2lbu
Q03692,1gr3
Q036L9,4rk5;6chk;4rk4;4wxe
Q03705,4ww9;4wwa;4ww7;4xah;4ww5
Q03707,4xzr
Q03708,7cei;1ayi;1znv;1mz8;1ujz;1unk;2jbg;2jb0;4f37;1cei;2jaz;2erh;2k0d;5wnw
Q03713,5nf8
Q03714,6vjz;6vk0
Q03718,7sde;8t8f;7yqh;7ogg;8t8e;8i4w;8hqs;7lto;8i4x
Q03720,7pxf;7pxg;7pxh;7pxe
Q03721,1b4g;1b4i;1ztn
Q03723,3ga4;7oci;3g9b;3g7y
Q03726,9e7x;9e7w;9e80;9e7z;9e60
Q03736,2gsm;3fyi;6ci0;5weh;1m56;1m57;3dtu;3fye
Q03746,9buv;6dj4
Q03759,1n6z
Q03760,7rdn
Q03761,6t9k;6t9j;6t9i
Q03769,5cmy;5cmw;9ex5;5j08
Q03772,6bk8;7dco;5gm6;5y88;5ylz;6j6q;5wsg;6j6g;5mps;6exn;6j6n;5mq0;9dtr;6j6h;5gmk;5lj3
Q03774,2vdu
Q03776,8w2o;6n7r;7oqe;6g90;5zwn;6n7x;6n7p;7oqc
Q03782,6n7p;6n7r;7oqc;6g90;6n7x;8w2o;7oqe;5zwn
Q03784,7ea3;7u05;7e93;7e8s;3cue;7e94;7e8t;7u06;7kmt;7e2c;7e2d
Q03790,7n9f;5uaz;3w3y;7n85;8tj5
Q03799,8om2;8om3;5mrf;8om4;5mre;5mrc;8d8j;8d8k;8d8l
Q03818,3w1s;3a7p;2dyo;2dym;3a7o
Q03824,6ixr
Q03835,3d6i;5y4u
Q03862,6ylg;6ft6;6rzz;7z34;7v08;5jcs;7uqz;7uoo;5apn;6m62;4v8t;4v7f;3jct;5apo;6ylh;8hfr;7uqb
Q03897,8ae6;8adl
Q03909,2xn9;1hxy
Q03933,5hdk;5d8l;7dcu;7dci;5d8k
Q03937,9e6n
Q03940,9b1d;8eu9;8etw;8qyv;8etu;9fbw;9b1e;8euf;8ets;8qz0;6gen;8qkv;8qku;6gej
Q03944,6a8w
Q03954,8q85;8q84
Q03956,9cop
Q03957,7jv7
Q03963,1x49;1x48
Q03976,8om3;8d8k;5mre;8om2;5mrc;5mrf;8d8l;8om4
Q03988,2vse;2cb6;2cb4;2vsa
Q03AZ0,1hqb
Q03B84,3h2s
Q03BX7,2qpx
Q03BZ3,2ql8
Q03DN6,3ha2
Q03E11,3jtw
Q03E61,3m05
Q03GF5,3qkb
Q03HU7,3lyy;2kyw
Q03LF7,6rjd;6m0w;6m0x;6rja;6rj9;6m0v;6rjg
Q03NM0,4hzu
Q03PP7,3mi6
Q03PY5,4huq;4hzu;4rfs
Q03PY6,4hzu;4huq;4rfs
Q03PY7,4hzu;4rfs;4huq
Q03Q08,3n3d;3pko
Q03Q50,5h91
Q03Q85,5vn0;5er0
Q03R62,3i7m
Q03RR4,3pde;3m9u
Q03S37,3exq
Q03S56,4huq
Q03SM0,4rfs
Q03SP4,4ecf
Q03SR9,3kwp
Q03T33,3mpo
Q03T70,3jy6
Q03TH6,5zi0;5zfm
Q03Z32,5zl6
Q03ZI1,1ehi
Q04002,5w94;6zz6;4xdn
Q04031,7naf;7nad;7r6k;7nac
Q04048,6j6g;6j6n;6j6h;6exn;5gmk;5lj3;5lqw;5gm6;6j6q;5lj5;5wsg;5ylz;5mps;6bk8;5mq0;5y88;9dtr
Q04049,5vtp;1jih;3ohb;3oha;2wtf;2r8k;3mfi;2xgp;2r8j;3mfh;2xgq
Q04062,5mpd;4cr3;6fvu;5mpc;7qo5;3j47;3jck;2mqw;5wvk;5mpe;6j2n;6j30;6fvv;4cr2;3jcp;6fvw;7qo3;2mr3;6fvx;6j2x;2mri;6fvy;5mpb;3jco;6j2c;6j2q;7qo6;4cr4;5a5b;6fvt;5wvi
Q04066,1vkh
Q04067,8cas;6gsm;6zce;6zu9;4u1e;8cah
Q04081,1rjg;1rjf;1rje;1rjd;2ob2;2ob1
Q04087,3n7n
Q04089,7k6q;1u2z;7k6p
Q04111,6z9l;6z9k
Q04112,8beg;6ged;6evu
Q04114,2grm;2axu;2awi;2aw6;2axz;2axv;2grl
Q04120,6utl;5ept;5dvb
Q04152,2jsp
Q04177,6zqb;7d5t;6zqc;6lqp;6lqq;7d5s;6zqd;6lqr;7d4i;6lqt;7suk;7ajt;7aju;6lqs;6lqu;6ke6;7d63;5wlc;6zqe;6nd4;6zqa;6lqv
Q04178,2jky;2jkz;2xbu
Q04179,8rih
Q04183,7e93;7e2d;7ea3;7e8s;7e8t;7e2c;7u06;7e94;7u05
Q04195,2rnn;3i2d;5jne
Q04205,1wvh;2gjy
Q04206,7o5p;7nk3;7nk5;7o5x;7bjf;7o6i;7nj9;7nle;7biy;7o5a;7o5d;7lf4;7o34;6yp8;7o57;7o3s;6yoy;4kv1;5u4k;6ypl;7nsv;7nws;7nm9;7nye;7biq;7o5g;7njb;7nla;7nm1;7biw;7o5f;7nr7;7nz6;7o6g;7o6o;7o3q;6yox;7nzk;7o6k;7nxs;7ny4;7bi3;2lsp;6qhl;1nfi;6ypy;7bjw;3qxy;3rc0;7leu;6yp3;7bjl;7o3a;7nyg;7o6f;7o6j;7nmh;7o3r;7bjb;7nxy;6yow;6qhm;3gut;7o59;7o5s;7nxw;6yp2;4kv4;7bkh;7nm3;7nxt;7o5o;7let;7o6m;5urn;2o61;7o3f;7nyf;7o3p;7nqp;6nv2;7nv4;7o5c;7nzg;6yq2;7nzv;7nvi;7o5u
Q04207,9bdx;1ram;6ggr;1le9;1k3z;1lei;1my5;1vkx;9bdu;1ikn;1bft;5u01;1my7;1le5;8u9l;2lww;9bdw;2ram;9bdv;1oy3;2i9t
Q04211,3djn
Q04213,7e29
Q04217,6zqe;6zqg;7d63;7mqj;7d5t;6h57;7d4i;6zqf;7aju;6zqd
Q04230,1gki;1gl6;1e9r;1e9s;1gl7
Q04231,7m2u;7k04
Q04245,6sqj
Q04264,5frs;5frp;5frr
Q04272,5fvl
Q04299,1njr;1txz;1ty8
Q042F4,4mks
Q04305,6lqs;6lqv;6lqq;7ajt;6lqp;6zqa;6lqr;7d63;6zqb;6nd4;7d4i;6zqc;6zqe;6ke6;7suk;5wlc;6zqd;6lqt;7d5s;6lqu;7aju
Q04307,8bws;5fj9;6cnf;6eu2;7z30;5fj8;7z2z;6f40;6f41;6cnd;6tut;7z1o;6f42;6eu3;6eu0;6cnc;6f44;6eu1;5fja;3qt1;7z31;7z0h;7z1m;6cnb;7z1l
Q04311,6r87;6r86;6r84;5whg
Q04338,7xad;3onl;3onj
Q04370,7t9x
Q04371,3pt1;5f13;5by0
Q04372,2v0p
Q04377,7wzw;5omd;6z2x;7wzr;8b4j;5x6o;6z2w;6z3a
Q04410,6g8y
Q04416,1q4u;3r35;3r37;3tea;3r32;3r34;1q4t;1q4s;3r3c;3r3b;3r36;3r3f;3r3d;3r3a
Q04430,7t1h;6uj5;7t1g;7t1i
Q04432,1qvw;1qvz;4qyx;1qvv
Q04437,5y59;5y58
Q04439,1zuy;1yp5
Q04446,5clt;5clw;4bzy
Q04470,1cby
Q04475,4m9o
Q04477,5t6j;5tcs;4geq;2fv4;8v11;5td8;2ftx;7kdf;8v10
Q04491,3jro;4bzj;3mzl;4bzk;3mzk;3iko;6zg6;4xmm;6zl0;8tie;7n9f;8adl;6zg5;2pm6;7n84;4xmn;2pm9;3jrp;2pm7
Q04500,6lqp;6zqg;7d63;6lqs;6lqv;7d4i;6ke6;7d5s;7suk;7d5t;6zqd;6zqc;7aju;7ajt;6lqu;6zqb;6zqa;5wlc;6lqt;6lqq;6lqr;6zqe
Q04507,9cl6
Q04508,9cl6
Q04519,5fi9;5fic;5hqn;5fib
Q04538,7sgt
Q04544,6t5d;6t4s;2iph;6t3g;6t2i;6tcf;6t4e;6tal;6tgl;6t6w;6t49;6tc1;6tbo;6t1q;6t2x;6t8r;6t5r;6tbp;6t82;6t71;6t8t;6taw
Q04571,2k6a;2lfn;2fmc;4bwh
Q04598,3j6b;5mrc;5mre;5mrf
Q04601,8a5y;8a3t;8a61
Q04603,6wjv
Q04609,4oc4;4oc5;4p45;4lqg;6rti;4mcp;4ngp;5f09;4p4i;6hkz;4ngr;4oc1;4p44;4p4b;5d29;5ely;4p4f;4ngn;4ngs;4ngt;3bi1;2pvw;4x3r;6hkj;6fe5;3d7g;2c6p;4oc0;6skh;8bol;8bow;4jz0;2cij;5o5t;3d7d;3sje;5o5u;6s1x;3d7f;3bi0;2xei;6sgp;4p4e;4ome;4mcr;3sjf;3sjg;6f5l;3sjx;5o5r;6ety;3rbu;8bo8;2c6g;4jyw;6rbc;3bhx;4ngm;2or4;2c6c;4p4d;3bxm;2jbk;6h7z;4w9y;2xej;2jbj;4mcs;4oc2;1z8l;6ez9;4mcq;4oc3;2oot;2pvv;4p4j;3iww;5of0;7bfz;3d7h;2xef;2xeg;4ngq;6h7y
Q04614,7ar8;7ar7;8bpx;7arb;7a24;7aqq;8bef;8bq6;7a23;8bq5
Q04631,1jcr;4gtq;1o1t;1nl4;1kzo;8e9e;7rni;2bed;1kzp;1d8e;8rdx;1ni1;4gtr;1s64;1n4p;3e33;1x81;1o1r;1tnu;1n9a;3ksl;4gto;3e30;3e34;1qbq;1ft2;1jcs;2zis;3dpy;2zir;1tn7;1o5m;3ksq;7rn5;3eu5;1tnb;3pz4;1d8d;1n4q;3euv;1tno;1sa5;1n95;3e32;1fpp;4gtp;1n4r;1tny;2r2l;1n4s;1o1s;1tnz;1tn8;1ft1;1n94;4gtm
Q04636,2gcj;7nky;3f5r;8xgc;2gcl;4pq0
Q04637,5eir;1ug3;8j7r;4aza;5ei3;1lj2;5ehc;8huj;4f02;8oz0;6zmw;5t46;2w97;5zk5
Q04640,2vj5;2vix;2vj4
Q04641,2jw1;6rwk;8axk;8axn;8axl
Q04645,4xe5
Q04651,3zlc
Q04656,2g9o;1aw0;7lu8;2kij;1yju;1s6u;3cjk;1kvj;1y3k;2kmx;1yjt;2kmv;1s6o;1yjr;1yjv;2ga7;1kvi;1y3j;2k1r;1q8l;5t7l;2aw0
Q04659,8xgc;8b9a;7pmn;6skl;8kg6;8b9b;7pmk;9e2w;9e2x;8b9c
Q04660,6cb1;7r7c;4u7a;7ohs;8v83;7nad;7ohp;7ohw;6em3;7ohv;7ohx;7r7a;6em5;6elz;8v84;7ohr;7r6k;8v87;6c0f;7nac;6em4;8e5t;6em1;7r6q;7r72
Q04673,7o75;7k04;8uoq;7ml4;7o4l;7o4i;7o72;7zs9;8uot;7k01;5oqm;7ml1;7ml2;7ml0;8ceo;7o73;8umi;7o4j;7zsa;5oqj;8umh;7zsb;8cen;4wfq;7ml3;7m2u;6gym;7o4k
Q04693,7oqb;5nrl;6g90;7oqe;5gm6;5zwm;5lqw;5zwo
Q04694,1mhm
Q04707,2zc5;2zc6
Q04712,5o7x;6rqh;6rrd;5w5y;5n5z;5w66;6rql;5n60;5n61;6rui;5w64;5n5y;6rwe;5w65;6ruo;6tps;5oa1
Q04721,5mwb;2oo4
Q04724,4om2;1gxr;2ce8;5mwj;4om3;2ce9
Q04736,5mtj;2yt6
Q04740,1qhk
Q04749,6emk
Q04756,1ybw;3k2u;2r0k;2wub;2r0l;2wuc;1yc0
Q04759,2enj;4q9z;5f9e;4ra5;2enz;2enn;2jed;1xjd
Q04760,3w0t;7wt0;3w0u;7wt2;7wsz;1qin;7wt1;1qip;1fro;3vw9;1bh5
Q04771,5s7e;5s7f;5s7i;5s7p;6zgc;4dym;5s86;9d8e;5s78;5oy6;7a21;6tn8;5oxg;4bgg;6uns;5s7y;3oom;6gip;5s76;5s7a;5s7k;5s7u;5s7v;5s89;6srh;7c3g;3h9r;5s7l;5s7r;5s7t;5s80;6eix;6acr;5s9k;6t8n;5s7j;5s7o;5s7x;5s85;8c7z;8uwr;9d8z;6z36;3mtf;5s79;5s7b;5s7w;5s81;5s82;6szm;7yru;8r7g;4c02;5s7d;5s7h;5s7m;5s87;5s77;8pod;6gi6;5s75;5s7g;5s84;5s8a;5s8b;8c7w;6gin;6unq;6unr;5s7q;5s7c;5s7n;5s7z;5s88;6t6d;7nns;3q4u;6i1s;6jux;5s7s;5s83;9d8f
Q04773,2jxn;2fh0
Q04777,5xne
Q04779,8hxx;8ihn;8w9f;8i3f;7yi2;8hy0;7yi3;8iht;8w9c;8kd6;8kd5;7yi4;8w9e;8kd2;8ihm;8kd4;8tof;8jho;8w9d;7yi5;8kd7;8kc7;8kd3;7yi0;8hxy
Q04781,5fg1;5fg0;8aaf;8agt;8agw;8agv;8agx;8agu;8agz
Q04804,3kyz
Q04809,2rir
Q04815,3l9v
Q04822,2jt1
Q04828,4yvp;3gug;6a7a;1mrq;3c3u;3nty;8jp2;6ijx
Q04830,3gvl;3ju4;3gw6;3gvj;3gvk;1v0f;1v0e
Q04837,1s3o;3ull;8uzt;2dud;6rup
Q04839,3lcn
Q04844,9dml;9dmv;9dmg;9dms;9dmq;9dmh;9dmj;9dmk;9dmt
Q04863,1zk9;4jhb;3juz;3jv4;3jv6;4jgm;3do7;3jss;1zka;3jv0;2v2t
Q04866,3b8p;4e29;4e2c
Q04868,8asv;8at6;4ejs;4a8j
Q04884,2maf;2mlh;8qwq
Q04887,4s2q
Q04894,1piw;1q1n;1ps0
Q04912,8zkd;3pls;4fww;4qt8
Q04917,7nmz;2c74;2c63
Q04918,5xno;5xnl;5xnn;5xnm
Q04926,1iio
Q04929,2l3p;2l3s;2l3q
Q04985,9gk2
Q04AV7,3grz
Q04CY6,3bro
Q04D10,3fsg
Q04D30,3by6
Q04DI1,3hur
Q04HB7,3co8
Q04HE1,3oco
Q04HJ2,3ksu
Q04HQ8,9f3z;9f1t
Q04I02,3tgn
Q04IN8,5ly6;7t2b;5cr8;7t2a;7t2c;5cr6;7t2d;4zgh
Q04JH4,5ibx
Q04KU2,7kr9
Q04LE4,6hee;6mk7;6he6;6hfx
Q04LZ5,3zlb
Q04M32,6l2s;6l2r;6l2k;6l2z;6l2i
Q04ML5,4w5j;4w5h;4ntz;4nu0
Q04PE5,6ohz
Q04QG8,6okh
Q04TM5,6ncs
Q04TM7,6uh2
Q04TM9,6oew
Q04TP4,6p61
Q05016,3rku
Q05021,4oy2
Q05022,6lqs;5wwm;5wlc;6lqq;7suk;7d63;6lqu;6lqt;7ajt;7d5t;5c9s;6zqd;6zqc;7d4i;7aju;7d5s;5nlg;5wyj;6lqr
Q05027,6t9k;6t9i
Q05029,4in3;4q66
Q05048,6b3x
Q05066,6edb;1j46;1hry;7yhq;7yhp;1hrz;9bvd;7yho;2gzk;1j47
Q05080,4wpe
Q05085,4oh3;5a2o;5a2n
Q05086,9cht;6tgk;8jrr;1eqx;6u19;8jrq;6sjv;1d5f;4xr8;4giz;8enp;8jrn;8jrp;1c4z;8r1f;8gcr;6slm;7q41;7qpb;8r1g;8jro;8ept;2kr1
Q05093,6jo5;7dz7;7blx;7zqd;6ijo;7bgi;8h2u;7zqc;6ijj;6jo6;7zq9;7d0j;7dz8;7r3k;7wzn;7wyi;7o01
Q05096,5v7x;6c1d;4l79;6c1g;6c1h
Q05097,4a6s;4ljh;9g3r;5d21;4lk7;4lkf;1uoj;7fjh;4yw7;3zyf;4yw6;1oko;5mih;8guv;4lk6;4ywa;2vxj;2wyf;4cpb;3zyb;4lkd;4cp9;6yoh;4lke;3zyh;1l7l;4al9;6yo3;7z63;7z62;7fio
Q05098,5nc3;6i2j;6q5e;5mzs;5m9b;6z2n;5out;6z33;5nr2;6y47;7obw;5nc4;6yy5;6r1f
Q05110,1qnx
Q05115,3eis;3dg9;3dtv;2vlb;3ip8;3ixm;3ixl
Q05123,3wee;4i6m;5tgc;6vzg;6kw3;6uxw;6kw4;6kw5;7egp;7c4j;6v92;6vz4;6tda
Q05127,3l25;4ztg;4zti;3l28;4ibj;4ijf;7d35;8usn;4ibb;8ust;4ije;4ibi;4ibk;5bpv;3l26;4ibc;4ibf;3fke;4ibg;4ypi;6gbp;4ibe;9ip3;4zta;3l29;3l27;6gbo;4ibd
Q05128,7jzt;4ldb;2kq0;4ldi;1h2d;7jzj;7k5d;4ldd;4eje;4ldm;1h2c;7k5l
Q05138,6igf
Q05152,3dve;3dvj
Q05158,1ibi;1qli;1a7i;1cxx
Q05166,7n85;8tj5;7n9f
Q05193,8tym;8sz4;2dyn;8sxz;8t0k;8t0r;1dyn;5d3q;8sz8;6s9a;6dlu;3zys;2x2f;7ax3;4uud;3zyc;8sz7;4uuk;6dlv;8tyn;3snh;2x2e
Q05195,1nlw;1e91;1pd7;1g1e;1s5q
Q05209,5j8r;5hde;5o2p
Q05213,3ngl;3ngx
Q05237,7ext
Q05238,7ext
Q05315,5xrp;8yqc;6l6d;6gku;1g86;5xri;5xrl;6a1v;6a1y;6gks;6gkt;5xrh;6a1t;6l6a;5xrj;8jae;6l6b;6glw;6qrn;5xrk;6a1s;1qkq;1lcl;6gkq;5xrg;5xrm;6a1x;8yqa;5yt4;5xrn;6l6c;8yqb;6l67;6l68;5xro;6a1u;1hdk;6l64;6glx
Q05318,9ip3
Q05320,6s8j;6eay;5fhc;6mam;6f5u;7kfh;8dpl;6hs4;6f6n;6qd7;6g9b;3csy;6vkm;6f6i;7kf9;6oz9;6g95;7lyd;7jpi;5jqb;5kel;6s8d;2rlj;6nae;6hro;5jq3;7kej;7kex;7swd;6ea7;6g9i;8f87;2ebo;5kem;7kfb;6f6s;5hj3;9bsv;7ssr;8dpm;7lyy;7m2d;7ssq;9bsu;5ken;7m8l;7jph;7tn9;5jq7;6qd8;6s8i
Q05322,6ehm;8ust;8usn;4m0q;8y9j;4u2x
Q05323,5dvw;5t3t
Q05329,2okk;1es0;7lz6
Q05344,1wxl
Q05354,1otg
Q05389,6xkw;6xkx;6xkz
Q05397,4ebv;3pxk;7w7z;4kab;6i8z;6yoj;6yq1;6yt6;1ow6;4ny0;2etm;7w8i;4k9y;3s9o;1k04;1k05;4k8a;4gu6;6yvy;7w9u;3bz3;6yvs;6yxv;4kao;4i4e;4q9s;7w8b;7pi4;4ebw;1ow7;2ijm;1mp8;4i4f;1ow8;3b71;6yr9;4gu9;6pw8;6les
Q05469,8zvq
